performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
0.8857,pearson_distance,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
0.0104,mse,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
0.2368,edistance,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
43.5726,sym_kldiv,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
35.5969,wasserstein,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
0.0,common_degs,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,2
0.5723,pearson_distance,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,2
0.0029,mse,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,2
0.8529,edistance,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,2
40.979,sym_kldiv,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,2
0.9395,pearson_distance,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
0.0061,mse,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
0.1638,edistance,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
41.7201,sym_kldiv,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
39.0044,wasserstein,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
0.0,common_degs,Wessels,WitnessCell,DOT1L+RCOR1,100,371,139,139,2
0.6788,pearson_distance,Wessels,WitnessCell,DOT1L+RCOR1,5000,371,139,139,2
0.002,mse,Wessels,WitnessCell,DOT1L+RCOR1,5000,371,139,139,2
0.6091,edistance,Wessels,WitnessCell,DOT1L+RCOR1,5000,371,139,139,2
40.5109,sym_kldiv,Wessels,WitnessCell,DOT1L+RCOR1,5000,371,139,139,2
0.9504,pearson_distance,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
0.0103,mse,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
0.3023,edistance,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
44.3161,sym_kldiv,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
40.1276,wasserstein,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
0.0,common_degs,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,2
0.7634,pearson_distance,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,2
0.0034,mse,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,2
1.1289,edistance,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,2
41.5534,sym_kldiv,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,2
0.9491,pearson_distance,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
0.027,mse,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
0.6169,edistance,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
41.121,sym_kldiv,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
64.8472,wasserstein,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
0.0,common_degs,Wessels,WitnessCell,EP300+RCOR1,100,371,83,83,2
0.8419,pearson_distance,Wessels,WitnessCell,EP300+RCOR1,5000,371,83,83,2
0.0028,mse,Wessels,WitnessCell,EP300+RCOR1,5000,371,83,83,2
0.8717,edistance,Wessels,WitnessCell,EP300+RCOR1,5000,371,83,83,2
41.4177,sym_kldiv,Wessels,WitnessCell,EP300+RCOR1,5000,371,83,83,2
0.9738,pearson_distance,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
0.0112,mse,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
0.2702,edistance,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
0.3748,sym_kldiv,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
56.1096,wasserstein,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
0.0,common_degs,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,2
0.882,pearson_distance,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,2
0.0022,mse,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,2
0.6947,edistance,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,2
41.0328,sym_kldiv,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,2
0.9814,pearson_distance,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
0.0146,mse,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
0.2633,edistance,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
0.2716,sym_kldiv,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
65.0867,wasserstein,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
0.0,common_degs,Wessels,WitnessCell,FLI1+RCOR1,100,371,208,208,2
0.9147,pearson_distance,Wessels,WitnessCell,FLI1+RCOR1,5000,371,208,208,2
0.0016,mse,Wessels,WitnessCell,FLI1+RCOR1,5000,371,208,208,2
0.4594,edistance,Wessels,WitnessCell,FLI1+RCOR1,5000,371,208,208,2
40.2415,sym_kldiv,Wessels,WitnessCell,FLI1+RCOR1,5000,371,208,208,2
0.8675,pearson_distance,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
0.0099,mse,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
0.2128,edistance,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
41.6258,sym_kldiv,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
40.0714,wasserstein,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
0.0,common_degs,Wessels,WitnessCell,GATA2+IKZF1,100,371,137,137,2
0.595,pearson_distance,Wessels,WitnessCell,GATA2+IKZF1,5000,371,137,137,2
0.002,mse,Wessels,WitnessCell,GATA2+IKZF1,5000,371,137,137,2
0.6197,edistance,Wessels,WitnessCell,GATA2+IKZF1,5000,371,137,137,2
40.355,sym_kldiv,Wessels,WitnessCell,GATA2+IKZF1,5000,371,137,137,2
0.8995,pearson_distance,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
0.0066,mse,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
0.1672,edistance,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
42.3119,sym_kldiv,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
38.7115,wasserstein,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
0.0,common_degs,Wessels,WitnessCell,GATA2+RCOR1,100,371,158,158,2
0.6552,pearson_distance,Wessels,WitnessCell,GATA2+RCOR1,5000,371,158,158,2
0.0017,mse,Wessels,WitnessCell,GATA2+RCOR1,5000,371,158,158,2
0.5201,edistance,Wessels,WitnessCell,GATA2+RCOR1,5000,371,158,158,2
40.3343,sym_kldiv,Wessels,WitnessCell,GATA2+RCOR1,5000,371,158,158,2
0.9664,pearson_distance,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
0.0173,mse,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
0.3966,edistance,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
43.7796,sym_kldiv,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
46.7192,wasserstein,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
0.0,common_degs,Wessels,WitnessCell,GFI1+RCOR1,100,371,76,76,2
0.8394,pearson_distance,Wessels,WitnessCell,GFI1+RCOR1,5000,371,76,76,2
0.0028,mse,Wessels,WitnessCell,GFI1+RCOR1,5000,371,76,76,2
0.8943,edistance,Wessels,WitnessCell,GFI1+RCOR1,5000,371,76,76,2
41.5189,sym_kldiv,Wessels,WitnessCell,GFI1+RCOR1,5000,371,76,76,2
0.9452,pearson_distance,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
0.0145,mse,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
0.353,edistance,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
44.4555,sym_kldiv,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
36.1428,wasserstein,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
0.0,common_degs,Wessels,WitnessCell,GSE1+IKZF1,100,371,72,72,2
0.7314,pearson_distance,Wessels,WitnessCell,GSE1+IKZF1,5000,371,72,72,2
0.0033,mse,Wessels,WitnessCell,GSE1+IKZF1,5000,371,72,72,2
1.0176,edistance,Wessels,WitnessCell,GSE1+IKZF1,5000,371,72,72,2
41.3242,sym_kldiv,Wessels,WitnessCell,GSE1+IKZF1,5000,371,72,72,2
0.9659,pearson_distance,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
0.0114,mse,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
0.259,edistance,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
43.142,sym_kldiv,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
41.1028,wasserstein,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
0.0,common_degs,Wessels,WitnessCell,GSE1+RCOR1,100,371,109,109,2
0.7771,pearson_distance,Wessels,WitnessCell,GSE1+RCOR1,5000,371,109,109,2
0.0026,mse,Wessels,WitnessCell,GSE1+RCOR1,5000,371,109,109,2
0.7613,edistance,Wessels,WitnessCell,GSE1+RCOR1,5000,371,109,109,2
41.019,sym_kldiv,Wessels,WitnessCell,GSE1+RCOR1,5000,371,109,109,2
0.9156,pearson_distance,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
0.0138,mse,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
0.3172,edistance,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
42.6979,sym_kldiv,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
38.8702,wasserstein,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
0.0,common_degs,Wessels,WitnessCell,HDAC3+IKZF1,100,371,87,87,2
0.6144,pearson_distance,Wessels,WitnessCell,HDAC3+IKZF1,5000,371,87,87,2
0.0037,mse,Wessels,WitnessCell,HDAC3+IKZF1,5000,371,87,87,2
1.0638,edistance,Wessels,WitnessCell,HDAC3+IKZF1,5000,371,87,87,2
41.2507,sym_kldiv,Wessels,WitnessCell,HDAC3+IKZF1,5000,371,87,87,2
0.4714,pearson_distance,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
0.0324,mse,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
0.4931,edistance,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
0.3446,sym_kldiv,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
45.77,wasserstein,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
0.0,common_degs,Wessels,WitnessCell,IKZF1+INTS1,100,371,473,473,2
0.304,pearson_distance,Wessels,WitnessCell,IKZF1+INTS1,5000,371,473,473,2
0.0047,mse,Wessels,WitnessCell,IKZF1+INTS1,5000,371,473,473,2
0.9962,edistance,Wessels,WitnessCell,IKZF1+INTS1,5000,371,473,473,2
39.5483,sym_kldiv,Wessels,WitnessCell,IKZF1+INTS1,5000,371,473,473,2
0.9666,pearson_distance,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
0.0213,mse,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
0.3687,edistance,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
0.5763,sym_kldiv,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
54.9189,wasserstein,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
0.0,common_degs,Wessels,WitnessCell,IKZF1+KDM1A,100,371,153,153,2
0.9007,pearson_distance,Wessels,WitnessCell,IKZF1+KDM1A,5000,371,153,153,2
0.0022,mse,Wessels,WitnessCell,IKZF1+KDM1A,5000,371,153,153,2
0.6161,edistance,Wessels,WitnessCell,IKZF1+KDM1A,5000,371,153,153,2
40.5,sym_kldiv,Wessels,WitnessCell,IKZF1+KDM1A,5000,371,153,153,2
0.9759,pearson_distance,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
0.0138,mse,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
0.3341,edistance,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
0.2554,sym_kldiv,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
65.3419,wasserstein,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
0.0,common_degs,Wessels,WitnessCell,IKZF1+MED24,100,371,94,94,2
0.898,pearson_distance,Wessels,WitnessCell,IKZF1+MED24,5000,371,94,94,2
0.0024,mse,Wessels,WitnessCell,IKZF1+MED24,5000,371,94,94,2
0.8126,edistance,Wessels,WitnessCell,IKZF1+MED24,5000,371,94,94,2
41.0942,sym_kldiv,Wessels,WitnessCell,IKZF1+MED24,5000,371,94,94,2
0.9115,pearson_distance,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
0.016,mse,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
0.286,edistance,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
0.2937,sym_kldiv,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
50.1223,wasserstein,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
0.0,common_degs,Wessels,WitnessCell,IKZF1+SMARCD1,100,371,135,135,2
0.751,pearson_distance,Wessels,WitnessCell,IKZF1+SMARCD1,5000,371,135,135,2
0.0022,mse,Wessels,WitnessCell,IKZF1+SMARCD1,5000,371,135,135,2
0.6534,edistance,Wessels,WitnessCell,IKZF1+SMARCD1,5000,371,135,135,2
40.4713,sym_kldiv,Wessels,WitnessCell,IKZF1+SMARCD1,5000,371,135,135,2
0.3333,pearson_distance,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
0.0373,mse,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
0.5842,edistance,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
0.3944,sym_kldiv,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
45.121,wasserstein,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
0.0,common_degs,Wessels,WitnessCell,INTS1+RCOR1,100,371,450,450,2
0.3064,pearson_distance,Wessels,WitnessCell,INTS1+RCOR1,5000,371,450,450,2
0.0045,mse,Wessels,WitnessCell,INTS1+RCOR1,5000,371,450,450,2
