performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
-0.1037,pearson_distance,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
0.0168,mse,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
2.4566,edistance,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
49.0578,sym_kldiv,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
11.7189,wasserstein,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
0.0,common_degs,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,1
0.0042,pearson_distance,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,1
0.0181,mse,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,1
4.0531,edistance,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,1
44.8141,sym_kldiv,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,1
-0.0788,pearson_distance,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
0.0144,mse,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
2.3545,edistance,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
48.9516,sym_kldiv,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
10.8878,wasserstein,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
0.0,common_degs,Schmidt,WitnessCell,CBY1+PRKD2,100,2000,20,20,1
0.0576,pearson_distance,Schmidt,WitnessCell,CBY1+PRKD2,5000,2000,20,20,1
0.0181,mse,Schmidt,WitnessCell,CBY1+PRKD2,5000,2000,20,20,1
4.4285,edistance,Schmidt,WitnessCell,CBY1+PRKD2,5000,2000,20,20,1
44.6806,sym_kldiv,Schmidt,WitnessCell,CBY1+PRKD2,5000,2000,20,20,1
-0.1476,pearson_distance,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
0.0297,mse,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
2.8863,edistance,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
49.3341,sym_kldiv,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
16.0667,wasserstein,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
0.0,common_degs,Schmidt,WitnessCell,CBY1+TRIM21,100,2000,21,21,1
0.0089,pearson_distance,Schmidt,WitnessCell,CBY1+TRIM21,5000,2000,21,21,1
0.0202,mse,Schmidt,WitnessCell,CBY1+TRIM21,5000,2000,21,21,1
4.4561,edistance,Schmidt,WitnessCell,CBY1+TRIM21,5000,2000,21,21,1
44.8905,sym_kldiv,Schmidt,WitnessCell,CBY1+TRIM21,5000,2000,21,21,1
0.1109,pearson_distance,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
0.012,mse,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
2.2697,edistance,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
48.9098,sym_kldiv,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
10.5763,wasserstein,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,1
0.1299,pearson_distance,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,1
0.016,mse,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,1
3.8466,edistance,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,1
44.578,sym_kldiv,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,1
0.2241,pearson_distance,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
0.0505,mse,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
2.2835,edistance,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
48.5225,sym_kldiv,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
13.8057,wasserstein,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+LCP2,100,2000,22,22,1
0.0508,pearson_distance,Schmidt,WitnessCell,EMP3+LCP2,5000,2000,22,22,1
0.0182,mse,Schmidt,WitnessCell,EMP3+LCP2,5000,2000,22,22,1
4.2167,edistance,Schmidt,WitnessCell,EMP3+LCP2,5000,2000,22,22,1
44.1384,sym_kldiv,Schmidt,WitnessCell,EMP3+LCP2,5000,2000,22,22,1
0.0326,pearson_distance,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
0.0157,mse,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
2.4423,edistance,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
49.0688,sym_kldiv,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
12.4457,wasserstein,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,1
0.1608,pearson_distance,Schmidt,WitnessCell,EMP3+MAP4K1,5000,2000,20,20,1
0.0196,mse,Schmidt,WitnessCell,EMP3+MAP4K1,5000,2000,20,20,1
4.4559,edistance,Schmidt,WitnessCell,EMP3+MAP4K1,5000,2000,20,20,1
44.9134,sym_kldiv,Schmidt,WitnessCell,EMP3+MAP4K1,5000,2000,20,20,1
-0.3933,pearson_distance,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
0.0314,mse,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
2.0771,edistance,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
48.3625,sym_kldiv,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
10.3204,wasserstein,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+PRKD2,100,2000,24,24,1
0.0945,pearson_distance,Schmidt,WitnessCell,EMP3+PRKD2,5000,2000,24,24,1
0.0149,mse,Schmidt,WitnessCell,EMP3+PRKD2,5000,2000,24,24,1
3.6014,edistance,Schmidt,WitnessCell,EMP3+PRKD2,5000,2000,24,24,1
44.2023,sym_kldiv,Schmidt,WitnessCell,EMP3+PRKD2,5000,2000,24,24,1
0.4414,pearson_distance,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
0.0575,mse,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
2.5587,edistance,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
49.0642,sym_kldiv,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
17.6761,wasserstein,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+TBX21,100,2000,23,23,1
0.4371,pearson_distance,Schmidt,WitnessCell,EMP3+TBX21,5000,2000,23,23,1
0.0171,mse,Schmidt,WitnessCell,EMP3+TBX21,5000,2000,23,23,1
3.9121,edistance,Schmidt,WitnessCell,EMP3+TBX21,5000,2000,23,23,1
44.667,sym_kldiv,Schmidt,WitnessCell,EMP3+TBX21,5000,2000,23,23,1
0.6646,pearson_distance,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
0.0326,mse,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
1.7636,edistance,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
48.4447,sym_kldiv,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
12.4123,wasserstein,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
0.0,common_degs,Schmidt,WitnessCell,EMP3+TNFRSF1A,100,2000,22,22,1
0.5508,pearson_distance,Schmidt,WitnessCell,EMP3+TNFRSF1A,5000,2000,22,22,1
